user_id,group,is_purchase
65482cd4,A,No
af1b5ddb,A,No
748794e5,A,No
1fd04249,A,Yes
f48e3710,A,No
96a2ab25,A,No
cd71b96d,A,No
9ffe8a51,A,No
93c42d83,A,No
cb731d05,A,No
6b3398bc,A,No
048d276f,A,Yes
63d5a6df,A,No
ac838700,A,No
e34ec529,A,No
2e89d8b2,A,Yes
9bd35f62,A,No
bbed5d06,A,No
b9d3cd3d,A,No
91ea6fb5,A,No
ab5e134d,A,No
6e874b61,A,No
7c0bcc48,A,No
610270ed,A,No
034fb78c,A,Yes
5215754b,A,No
d67d4d6e,A,No
dda7b07a,A,No
7ff11a16,A,No
89aed59d,A,No
3f64e6b9,A,No
f58fe327,A,No
48fe413b,A,No
3dd2c404,A,No
553f04af,A,No
6a209286,A,No
1e66ce63,A,Yes
885a9b2e,A,No
414742c7,A,No
e536f9b7,A,No
edef7c2d,A,No
d9fa8dae,A,No
c87fb230,A,No
0a905215,A,Yes
9874bd57,A,No
ea43d68d,A,No
3b6b639e,A,No
3e7f73f5,A,No
c958838e,A,No
58d0d932,A,No
054bc9ff,A,Yes
79bca565,A,No
c1f5315e,A,No
b137298d,A,No
780aabee,A,No
3c856d49,A,No
a9b49277,A,No
6169e474,A,No
fee367a2,A,No
df321a39,A,No
58e3d210,A,No
5af456e5,A,No
639545a8,A,No
cacc4647,A,No
c645383d,A,No
997abe50,A,No
aa52812b,A,No
1b207e93,A,Yes
8376953d,A,No
55cc078b,A,No
c732d9b1,A,No
ad41b8bd,A,No
c5ba7bbb,A,No
3506aed9,A,No
fed31a2c,A,No
e2298fd0,A,No
821450c2,A,No
1aeb76d3,A,Yes
ff49d4b8,A,No
96e026c8,A,No
681657ae,A,No
982a0781,A,No
ad46dddc,A,No
072066f9,A,Yes
6b6f6ef9,A,No
cdf36078,A,No
3e95c317,A,No
97f945eb,A,No
17ae9bde,A,Yes
ed31dd8f,A,No
246952d0,A,Yes
ee4adf5c,A,No
ce97f251,A,No
6ecf5648,A,No
0cda22f9,A,Yes
d3c12428,A,No
e3b0f598,A,No
03deef8a,A,Yes
5e7d463f,A,No
4d03a16a,A,No
0930e5db,A,Yes
ac1de762,A,No
5aea49d4,A,No
cf74eb5e,A,No
b60e2b1f,A,No
00ce8af2,A,Yes
b5bc1ae8,A,No
e8ce486a,A,No
c8c1363a,A,No
0df3f1a8,A,Yes
2dd618a3,A,Yes
66b24800,A,No
e706a6e0,A,No
385c2bd8,A,No
ced6f69e,A,No
7f462a56,A,No
74788aaf,A,No
d45b99e4,A,No
4635dc44,A,No
b3626f2c,A,No
fca67317,A,No
07d30268,A,Yes
8eded6fd,A,No
06e69cc5,A,Yes
bcbad1f3,A,No
0c46096a,A,Yes
9d1c1ab5,A,No
954d247d,A,No
03a428d9,A,Yes
a0d1f3df,A,No
3fa69bfb,A,No
72c737ad,A,No
d6f99abc,A,No
c7c991ec,A,No
d6e9a64a,A,No
685bb45b,A,No
e4d27e62,A,No
8a7f456b,A,No
ca5a589a,A,No
9d412a3a,A,No
550136d4,A,No
73a2d790,A,No
f9700690,A,No
4c3d9ece,A,No
bf2a122e,A,No
95839bb3,A,No
0c582af5,A,Yes
a146471b,A,No
853aad69,A,No
7bbbf97a,A,No
9e24a431,A,No
ae9b3a16,A,No
db1a2188,A,No
476013e3,A,No
5c786c19,A,No
250d97b1,A,Yes
f76188e8,A,No
a185405e,A,No
694f2e3b,A,No
085a7b8e,A,Yes
9953a18e,A,No
32d13fa3,A,No
33e354e5,A,No
00918c81,A,Yes
cfab1705,A,No
48fdb1f8,A,No
f23326f1,A,No
5b00012e,A,No
62a27065,A,No
50b35597,A,No
751e638a,A,No
cd0680a6,A,No
e9598bd2,A,No
319bad3a,A,Yes
6cdbf95c,A,No
1ed65fa9,A,Yes
b25919ff,A,No
9d043f38,A,No
43791342,A,No
72af9430,A,No
86a0bc5e,A,No
28ddb278,A,Yes
320080b1,A,Yes
afd01c55,A,No
d02131ad,A,No
294d812b,A,Yes
f0ef5812,A,No
1823ba21,A,Yes
55c91b0a,A,No
2789f44e,A,Yes
cd4a8e51,A,No
dd6e7e1b,A,No
81b0cf97,A,No
506df5f2,A,No
bb84f669,A,No
95a13890,A,No
a2fd1598,A,No
cbc76815,A,No
79242b59,A,No
03c07b62,A,Yes
eecdb3ad,A,No
e2a5afbe,A,No
de8488b3,A,No
b47d3e8d,A,No
15710286,A,Yes
be302ba5,A,No
c1359710,A,No
7a9e9730,A,No
252ded86,A,Yes
89b6e520,A,No
a40cbff7,A,No
35779fbe,A,No
35acd805,A,No
e001b554,A,No
98212e58,A,No
90a4ad6d,A,No
71f77e37,A,No
078666e2,A,Yes
986456c6,A,No
7b8f910f,A,No
6a22d5be,A,No
9aa8a6cf,A,No
ca2184a1,A,No
5be2a3f1,A,No
09fd7707,A,Yes
8d529c3f,A,No
ab66044b,A,No
f67e2dd4,A,No
0d2271f8,A,Yes
4531f9e6,A,No
3a099c51,A,No
eb585e3f,A,No
6ddb1e48,A,No
96be8d06,A,No
9463f7e0,A,No
6993e84f,A,No
6f2a279a,A,No
2b9d6142,A,Yes
cca09bad,A,No
af281c8a,A,No
0ed721c9,A,Yes
1eeb1600,A,Yes
8618430b,A,No
4f84149c,A,No
be9b2672,A,No
321c96eb,A,No
b0d551a7,A,No
0e62f7a0,A,Yes
405afac3,A,No
a6810802,A,No
a8bb2c37,A,No
76410e10,A,No
55fb314f,A,No
143209b1,A,Yes
6414ccce,A,No
d6d9762a,A,No
08ad6384,A,Yes
0f7f3d12,A,Yes
1f89b0e8,A,Yes
e5ba7dc3,A,No
fb0fc910,A,No
7d9ee19c,A,No
4565c135,A,No
d997d6f2,A,No
16b22328,A,Yes
9d19f341,A,No
94662e54,A,No
468c99e7,A,No
fa1034d9,A,No
772ff0b3,A,No
3d9e3be3,A,No
080a9124,A,Yes
631cc284,A,No
09cf9910,A,Yes
1497a17d,A,Yes
d5c1c9cb,A,No
736e9173,A,No
33a29290,A,No
35d0bb65,A,No
8e77ab39,A,No
e712c90c,A,No
a41c8605,A,No
e6370943,A,No
408d9603,A,No
79783ca2,A,No
cf8732c0,A,No
b995a16d,A,No
2a8f3ea9,A,Yes
0211ddf1,A,Yes
f8a80d14,A,No
40ea8294,A,No
e9e77dda,A,No
7e4d472d,A,No
63d4669e,A,No
62a3dca4,A,No
2138e8ab,A,Yes
3fcbcb60,A,No
ec3cb229,A,No
f5b5e340,A,No
23053963,A,Yes
62e60e06,A,No
ceed0772,A,No
a62a4799,A,No
8769f4af,A,No
bb39e097,A,No
2dbcaf88,A,Yes
877b1e60,A,No
a2bdfe5b,A,No
3d05c1ed,A,No
7fd79a40,A,No
f33c3510,A,No
0a11b193,A,Yes
4762b223,A,No
c5e32203,A,No
261ea72a,A,Yes
523354ac,A,No
716f3e79,A,No
9a4a0009,A,No
9c774f04,A,No
d59bcf54,A,No
c3787aed,A,No
2ad85c7d,A,Yes
c3657cee,A,No
df0d3652,A,No
8062d5ba,A,No
1af1304f,A,Yes
a3bc0145,A,No
06506cff,A,Yes
70cc2959,A,No
6df1bd42,A,No
16098923,A,Yes
e4dffcfc,A,No
0c986200,A,Yes
afae0def,A,No
509fb437,A,No
f0c79f78,A,No
7c216edf,A,No
33a75e5d,A,No
95ae2e2f,A,No
5bcbce09,A,No
90943c9c,A,No
16aa8d83,A,Yes
7d6fdc6f,A,No
599ef16c,A,No
bf842286,A,No
828769b7,A,No
f4e1ed7d,A,No
dea2dc8a,A,No
77d81a67,A,No
3d81e9c8,A,No
9586855d,A,No
951c99f0,A,No
e87e7005,A,No
61409573,A,No
f27567b9,A,No
a899fe03,A,No
e04ff53f,A,No
c72972b3,A,No
20834beb,A,Yes
f9be76d5,A,No
0a97e8b9,A,Yes
a3f97ec6,A,No
871e2a1a,A,No
4ef385b0,A,No
a70eaa6d,A,No
64e75e47,A,No
d9c7e304,A,No
510a03ea,A,No
cef8b689,A,No
9c522b34,A,No
61138af8,A,No
6dfcbfb5,A,No
cb2079ae,A,No
89ea2756,A,No
eac3438f,A,No
0b4e148d,B,Yes
8b140cc2,B,No
b3cef3bd,B,No
574818c1,B,No
3670df7f,B,No
5491088c,B,No
5af19bff,B,No
5bf1c4ca,B,No
f4631772,B,No
35ae544e,B,No
78837e19,B,No
1f9c733f,B,No
d53c2d42,B,No
6b884b09,B,No
74a5be77,B,No
9ff736e3,B,No
193f3f67,B,Yes
56ef96b8,B,No
f728094c,B,No
528a31ba,B,No
f522470f,B,No
be2b2450,B,No
9bdd2815,B,No
09e4cd32,B,Yes
160404e9,B,Yes
915332c3,B,No
74fb9fa1,B,No
53cc50ac,B,No
7b12479c,B,No
5b769310,B,No
bac275da,B,No
715da922,B,No
61238b13,B,No
f2f6b0e0,B,No
7c3b4815,B,No
f0922820,B,No
73562082,B,No
827aebd6,B,No
0edcf518,B,Yes
05c117b5,B,Yes
a67394f6,B,No
8e798386,B,No
3369c862,B,No
672c604c,B,No
7021198c,B,No
d42f76db,B,No
1af4ff7a,B,Yes
5d86e7d4,B,No
6e050423,B,No
9629ab57,B,No
150212ed,B,Yes
f24d9991,B,No
690e17b2,B,No
e2195cdc,B,No
a183da70,B,No
7a040ab7,B,No
8b147b82,B,No
f10fe6cf,B,No
f5789526,B,No
eeaad056,B,No
b631801a,B,No
b7cc1eeb,B,No
f1dda23f,B,No
cea6158b,B,No
8830891b,B,No
dbf45a65,B,No
3e1fc528,B,No
0e2720f9,B,Yes
45083609,B,No
e8f1e501,B,No
7a5e72e0,B,No
7cbde41b,B,No
18856a9e,B,Yes
bd026c12,B,No
dc335764,B,No
9e773def,B,No
04b927cf,B,Yes
009fd341,B,Yes
d7c58c4b,B,No
ec254074,B,No
edaf5465,B,No
f7780f5d,B,No
9a044e80,B,No
f6b2725a,B,No
0d25e837,B,Yes
7212d5b4,B,No
47bdccba,B,No
f44272b6,B,No
cb4d8d42,B,No
181ca4dc,B,Yes
06424e24,B,Yes
85383901,B,No
061ffb37,B,Yes
bc4f72c8,B,No
c55f0797,B,No
e714bfca,B,No
5fbbc430,B,No
3a1ba1eb,B,No
2e99a4db,B,No
a457217a,B,No
b1e36c1a,B,No
5c411a5e,B,No
196e7713,B,Yes
8b30b3b3,B,No
d9be525f,B,No
aa06d54e,B,No
e9ccf3e1,B,No
8d17e61f,B,No
b410a84d,B,No
44095cb7,B,No
6d5343df,B,No
d7c724bb,B,No
c73919f2,B,No
9f2b091a,B,No
500a6765,B,No
689831ab,B,No
772e71a0,B,No
dba6c2a6,B,No
6864ca6b,B,No
6216bedc,B,No
7b94b7ef,B,No
604243fb,B,No
5a4336c2,B,No
371926a7,B,No
5a56c16f,B,No
fb132adf,B,No
b94d1a2f,B,No
0e1d3c21,B,Yes
ef0ac336,B,No
180674e5,B,Yes
22a22e5e,B,No
15590fb0,B,Yes
c6b96bd6,B,No
bb276af4,B,No
136a5b85,B,Yes
23fbc835,B,No
d0539764,B,No
2a039db4,B,No
4ec8ec27,B,No
7e1cc054,B,No
92949e29,B,No
3fbc44ed,B,No
26300ba8,B,No
cc7383dc,B,No
fadc6a32,B,No
736f04d4,B,No
e0d912ac,B,No
7dc77a3e,B,No
4f00661c,B,No
c8a85d86,B,No
06c65b15,B,Yes
59c3a957,B,No
56f00546,B,No
859d0875,B,No
55cdd3f3,B,No
00b082b0,B,Yes
616ada70,B,No
e4ed3be4,B,No
f889c57c,B,No
559b7862,B,No
4becbdde,B,No
e07ad690,B,No
166c53f1,B,Yes
e5ff1932,B,No
182f93d9,B,Yes
8eeba56c,B,No
adf945ff,B,No
95f62d2b,B,No
67b9fe48,B,No
f920d81b,B,No
ee8b5a89,B,No
dbc11b62,B,No
4a2fcb89,B,No
09f085c8,B,Yes
c79b9f93,B,No
097c2442,B,Yes
b44844c2,B,No
e443084a,B,No
a6ec20ba,B,No
2701635c,B,No
62a081df,B,No
8aaf0dc6,B,No
ab32f85a,B,No
75bc5d1b,B,No
0da58eb2,B,Yes
829081b9,B,No
68cf6ae4,B,No
ccce9cc1,B,No
ea0e5ede,B,No
8a68ff0e,B,No
f502d166,B,No
3d960b1d,B,No
e958e098,B,No
850c0292,B,No
320771cc,B,No
d1b79c29,B,No
8d13e139,B,No
79665326,B,No
7be04e22,B,No
d36c1fe1,B,No
e382bd9f,B,No
a01d7c5b,B,No
4173d409,B,No
8fcf5657,B,No
d982eee5,B,No
2b88d190,B,No
002c9739,B,Yes
19cf3454,B,Yes
a91c5cc0,B,No
c172a697,B,No
c3d6c505,B,No
0cf5eecf,B,Yes
12f5c479,B,Yes
29b269c5,B,No
27755ac0,B,No
cbb089f0,B,No
10af2619,B,Yes
dd1cd4e9,B,No
e6dd8da3,B,No
1531daaa,B,Yes
a53e14c1,B,No
e0b0366f,B,No
960b4c0c,B,No
fd6cf9aa,B,No
8842cb49,B,No
37e43fbe,B,No
6549e550,B,No
5b6a5713,B,No
f8d015ad,B,No
36a6b59a,B,No
f27a71ef,B,No
254a6eca,B,No
aeffcd21,B,No
085f578c,B,Yes
27082a80,B,No
76f41241,B,No
edcb5450,B,No
7d9deae7,B,No
c821fcaa,B,No
7c530ea3,B,No
8f61eae6,B,No
35cf211d,B,No
3b073cea,B,No
f8c9eee5,B,No
0fa8d293,B,Yes
92f903a1,B,No
9e2848cf,B,No
1eb6a2d2,B,No
d5968bc1,B,No
92a52d7c,B,No
5d0b0daf,B,No
0e41cc7b,B,Yes
aeae5390,B,No
034c5a43,B,Yes
59e576f3,B,No
4b0b8f19,B,No
e86ef5c9,B,No
b9c581aa,B,No
ecfca7b1,B,No
de055a7c,B,No
cf5dcf34,B,No
24c03c75,B,No
cd54273f,B,No
b9952b66,B,No
41621e61,B,No
dcf516e3,B,No
949a8153,B,No
6bd873c0,B,No
862656d7,B,No
b942c905,B,No
725a434a,B,No
d5dbf5b6,B,No
5f787d5b,B,No
b5a09625,B,No
e512579c,B,No
7205f6ce,B,No
c9b4fa5e,B,No
a691a085,B,No
1a2f27c3,B,Yes
3c4f4037,B,No
94692066,B,No
47e8bc59,B,No
cf29b188,B,No
619cbbba,B,No
0ac2c1f2,B,Yes
8d6e27e2,B,No
fd7df6f2,B,No
748e6765,B,No
8b57e4f1,B,No
d60470e5,B,No
358cedd3,B,No
2c95dd57,B,No
75557848,B,No
130d2562,B,Yes
be0295d7,B,No
40efd9cb,B,No
5219f73b,B,No
d251f427,B,No
5cdec1f7,B,No
0a23730f,B,Yes
d2c04111,B,No
39ac6301,B,No
3099ce49,B,No
89fa7dd9,B,No
87392336,B,No
29679df3,B,No
90972374,B,No
478602e7,B,No
88538122,B,No
e4abb4ce,B,No
18df1f50,B,Yes
037534d2,B,Yes
fc5db445,B,No
befd18c1,B,No
796e187d,B,No
3f326e86,B,No
1a83d5cf,B,Yes
9b2404d6,B,No
f367813b,B,No
c5e4ea02,B,No
08afa1ee,B,Yes
5e4db1cc,B,No
399a1e25,B,No
4a973367,B,No
6200aad1,B,No
ce985872,B,No
29892859,B,No
e49d0463,B,No
10eb0b15,B,Yes
33e27588,B,No
cdf18da7,B,No
ba5592d2,B,No
0995f19b,B,Yes
a86e14a0,B,No
0b85d9c3,B,Yes
39644ac8,B,No
191de039,B,Yes
22f9a29f,B,No
34ba587a,B,No
e872856d,B,No
9d4d02c9,B,No
f2c2d036,B,No
5890ffda,B,No
c7826b91,B,No
6ed90980,B,No
5dbd5008,B,No
889b61b2,B,No
f0f423e4,B,No
3bbfc6c4,B,No
7cf0b9c5,B,No
cf845aa0,B,No
ced103c6,B,No
2c454f35,B,No
3ef03d0f,B,No
bddd0a62,B,No
55c9c1b1,B,No
d811e369,B,No
9ad12b27,B,No
aaeea0f1,B,No
01bbb321,B,Yes
d5d8e3ba,B,No
7f81d512,B,No
df6472a5,B,No
8dfb308e,B,No
455697aa,B,No
024061a5,B,Yes
65bbc626,B,No
48dbe369,B,No
5f9ba279,B,No
21eefeef,B,No
d418773d,B,No
f43aaa7d,B,No
e6f2d995,B,No
5ac57f15,B,No
86c6d563,B,No
3a7767e3,B,No
29a3c2d3,B,No
fe3df3af,B,No
938a6fdb,B,No
a2cfd6e4,B,No
67632dd3,B,No
5b72d316,B,No
38feb106,B,No
cc8bd413,B,No
5116de08,B,No
9fd87373,B,No
5e42e520,B,No
4d0d9ffc,B,No
ee29e513,B,No
d281feac,B,No
dcb3a772,B,No
e38979ac,B,No
77a44b23,B,No
43f045d2,B,No
a83d188e,B,No
cb881560,B,No
a71d99ef,B,No
97231fc4,B,No
7736e96b,B,No
c4e6ffd3,B,No
74de8b3e,B,No
c90058ea,B,No
5ef99810,B,No
d255883c,B,No
a0cb5d44,B,No
c4db5b6c,B,No
394d7adb,B,No
d7455a4f,B,No
a99b0ca8,B,No
29de5c1e,B,No
41bbb635,B,No
a1cf2c2c,B,No
a92859a3,B,No
52d9df02,B,No
8ffb51e1,B,No
9c0798ed,B,No
0799b1d0,B,Yes
4e0d953a,B,No
73457e02,B,No
b49a5dc6,B,No
8325e229,B,No
01c1716b,B,Yes
3a4beb0b,B,No
97a586f4,B,No
dc397875,B,No
41673e01,B,No
41c1ac23,B,No
10771cd5,B,Yes
1aa9b360,B,Yes
c1de26aa,B,No
cae030c0,B,No
c8451cbc,B,No
f881a4fe,B,No
4c7ad4fa,B,No
2681ccc2,B,No
d8278359,B,No
fff57bf7,B,No
d2a89d15,B,No
bc83e28f,B,No
53e9affb,B,No
28f99363,B,No
9f542891,B,No
fc8cf3c7,B,No
37675436,B,No
e673722b,B,No
89d4b45f,B,No
10f88277,B,Yes
da52b9e7,B,No
7d014516,B,No
e0d7f934,B,No
55825445,B,No
8ab91264,B,No
0489f695,B,Yes
068c8d08,B,Yes
4d46d81e,B,No
309b30d3,B,No
48bef8ab,B,No
041b9ba4,B,Yes
44bdfc6b,B,No
3344e040,B,No
767c279b,B,No
39a4d4f2,B,No
55dad502,B,No
c15f4d4d,B,No
a220c5b2,B,No
a4344481,B,No
8167cba4,B,No
c608bdf5,B,No
27852491,B,No
58ebc9ca,B,No
28bc5f50,B,No
9954f385,B,No
c1689cfe,B,No
bed37a02,B,No
46ee7c1a,B,No
c8157395,B,No
db83206c,B,No
b38e1fec,B,No
7d648434,B,No
cfaa0569,B,No
da6b0380,B,No
145c0be7,B,Yes
37effad2,B,No
753b2a2c,B,No
7641e07c,B,No
ff082aee,B,No
f20e23c6,B,No
057c9c6e,B,Yes
e7e56a3a,B,No
bb66eefa,B,No
c31016fb,B,No
6515e190,B,No
968dcf61,B,No
85f13681,B,No
8ad7a655,B,No
46718dc8,B,No
d3913c44,B,No
d804e229,B,No
2e996d28,B,No
e14801c8,B,No
2b3f7390,B,No
5e1ee525,B,No
4e96d442,B,No
2b00482c,B,No
f977849b,B,No
17872275,B,Yes
7f0383c3,B,No
1be9c801,B,Yes
96ef591c,B,No
70c22006,B,No
b661491f,B,No
ac1afeb8,B,No
234c6b5b,B,No
1496d954,B,Yes
1b8c8ec9,B,Yes
b16aaf3c,B,No
0a49e252,B,Yes
81f748b4,B,No
e7698ba2,B,No
3ea2ed57,B,No
0959fb1b,B,Yes
ff925295,B,No
5a8e7db6,B,No
d5633d4e,B,No
93105ffc,B,No
35eb02a1,B,No
5831fec5,B,No
b0806fba,B,No
fca6772d,B,No
1dac0532,B,No
ca783446,B,No
1747e15b,B,Yes
06a66cb0,B,Yes
f0bb61b6,B,No
a33b815c,B,No
5f2138fa,B,No
7e933341,B,No
c1b5d6c0,B,No
896ae70b,B,No
9d12c5aa,B,No
287f400b,B,No
20a4ad51,B,No
485f8014,B,No
a7ce55ff,B,No
56e52c18,B,No
43277f8a,B,No
6223d1d0,B,No
ad34ac9f,B,No
ec9bf0e5,B,No
a0001092,B,No
76317933,B,No
f540ce68,B,No
e62bb2b5,B,No
0987fece,B,Yes
e294fc10,B,No
8f53110f,B,No
6ea173fd,B,No
c56b9ad6,B,No
637371ba,B,No
d0022bfc,B,No
101b99cf,B,Yes
25614598,B,No
628d5698,B,No
51fe1968,B,No
69ffbebe,B,No
76d579c8,B,No
8789f8d5,B,No
48ed8394,B,No
e9b44791,B,No
d4b2756b,B,No
c52eb799,B,No
5e427c43,B,No
192fec8f,B,Yes
53ef3927,B,No
0696818c,B,Yes
2cd52d4d,B,No
9e527b7f,B,No
0cdc2835,B,Yes
d7422f3f,B,No
5b41cda9,B,No
6461bcc8,B,No
7affaa63,B,No
a23989a0,B,No
3aa95bec,B,No
b73a5072,B,No
3582f62e,B,No
3a6eb3e8,B,No
d417ec6a,B,No
10082415,B,Yes
1e31cf0d,B,No
ab4c0f0a,B,No
7277ca68,B,No
51d79656,B,No
6dd5f693,B,No
835cfa6f,B,No
a3dd2e60,B,No
1b1444ae,B,Yes
1966c674,B,Yes
321f103f,B,No
f53782e3,B,No
e583e395,B,No
5b761129,B,No
74554063,B,No
612924b5,B,No
24dcb37e,B,No
7f64d88e,B,No
596bce4a,B,No
31f8a9b1,B,No
9d206a0d,B,No
2862b03a,B,No
ce6b2259,B,No
00edef17,B,Yes
2c9364a9,B,No
b25095bb,B,No
4a712ab1,B,No
9aa966bb,B,No
2b6311a7,B,No
c939b78d,B,No
1bc01830,B,Yes
ada064cd,B,No
62be564c,B,No
91649c6b,B,No
14df1926,B,Yes
5e360fa9,B,No
5ca51854,B,No
0bc2648b,B,Yes
7c68f92d,B,No
22295912,B,No
b5f27057,B,No
a2074c86,B,No
e2e36065,B,No
906127b2,B,No
80666353,B,No
6a3a1e40,B,No
4945c0be,B,No
5a85acdc,B,No
1e589ba7,B,No
da9e3869,B,No
42bd27ce,B,No
65a9aaca,B,No
7838fd99,B,No
a584d597,B,No
1f7d227c,B,No
9ae6be0d,B,No
0fb5c90d,B,Yes
92760fee,B,No
a5e07d10,B,No
62f72f08,B,No
5d7bc297,B,No
18d9b617,B,Yes
0f0f3a23,B,Yes
5c3d06bb,B,No
1e030014,B,No
dc1e1c9d,B,No
ee5b71fd,B,No
f26dcb63,B,No
d332e03d,B,No
db6e1abd,B,No
9fc9b0a3,B,No
a55cae6f,B,No
c7b40e0b,B,No
c1cfe17e,B,No
443eeaa6,B,No
8a2726a6,B,No
0a66dfd1,B,Yes
500c64b1,B,No
0fb8e5b3,B,Yes
7394c444,B,No
f1525929,B,No
60eec9c2,B,No
34901faf,B,No
2d7a533a,B,No
63cc4b97,B,No
69562896,B,No
5c58a510,B,No
97168f0b,B,No
743a5b25,B,No
a23e6d29,B,No
898d7d55,B,No
4c71d0ff,B,No
a280cbf6,B,No
012fac3d,B,Yes
32e29598,B,No
577f4223,B,No
9a9f605e,B,No
b65d0cc4,B,No
6a1a1ccb,B,No
ae0f9ee6,B,No
7a452e06,B,No
48763042,B,No
d6c09d0b,B,No
bf6ee219,B,No
3003c47a,B,No
112f108d,B,Yes
eb64956a,B,No
e2d95493,B,No
c8b48d43,B,No
baf370bd,B,No
d41dc926,B,No
e449002c,B,No
242e8dfe,B,No
8081327c,B,No
a40353be,B,No
5aa3403b,B,No
b0a4b574,B,No
1efb4f18,B,No
0f2b8c48,B,Yes
4f517cf8,B,No
8ab57ac2,B,No
968ed002,B,No
44b354b8,B,No
1fdf4379,B,No
8a9f8796,B,No
390c333b,B,No
a1e86fd5,B,No
fa3c2c6d,B,No
9e406e46,B,No
bb1248ab,B,No
f20e7c55,B,No
73ec184e,B,No
0a949142,B,Yes
ec9c4a24,B,No
d7619ac0,B,No
643c39f9,B,No
92edb7e5,B,No
989fc1e9,B,No
ff5db2cf,B,No
6fe75256,B,No
77bde2c7,B,No
bcd2d5d8,B,No
ad524e13,B,No
c496b1e8,B,No
67a7fe7e,B,No
4a200c2f,B,No
c01e96ab,B,No
8cea24c7,B,No
98715af6,B,No
64029adf,B,No
2498d071,B,No
b5b34778,B,No
35911cb8,B,No
3c1e3d1a,B,No
cc744a73,B,No
efd2f913,B,No
05b45861,B,Yes
a2db0db1,B,No
e80bedf7,B,No
324a17e0,B,No
07ca304c,B,Yes
8c3c9069,B,No
bc1fe85a,B,No
4c950338,B,No
149ba1e8,B,Yes
4c8b028c,B,No
4424e429,B,No
0df64578,B,Yes
92f0ee18,B,No
84f06651,B,No
4112d8cf,B,No
97b873ed,B,No
2d9890bc,B,No
819059d9,B,No
680a72ab,B,No
f586cec6,B,No
d159ca9b,B,No
42f544b5,B,No
39163f33,B,No
b026913c,B,No
6207a47a,B,No
8930126e,B,No
bba08430,B,No
5d75314f,B,No
37e57a72,B,No
77cbe4f3,B,No
d8383cc1,B,No
40a3c603,B,No
f34ca54f,B,No
7dc4250d,B,No
77137e1e,B,No
3fd57c2f,B,No
a91d9ffe,B,No
e0d1a693,B,No
f5fdabde,B,No
f1aefc76,B,No
8db0e98a,B,No
1a41f9b4,B,Yes
4528a8b4,B,No
bb28662a,B,No
1c6e9006,B,No
9e245364,B,No
697edb0a,B,No
aa2c1d05,B,No
aed37ab1,B,No
589c438e,B,No
814e8924,B,No
d62ea02c,B,No
44b75ede,B,No
f11cd7e0,B,No
0f301551,B,Yes
16e7c2de,B,Yes
0f01690f,B,Yes
48b1ce02,B,No
95c19255,B,No
9b740cd3,B,No
e360ec10,B,No
d2045100,B,No
bee172f2,B,No
a53056cd,B,No
9beeeb8d,B,No
aac902cc,B,No
b64eee69,B,No
eb20aca8,B,No
f22aeb4e,B,No
eddf57ef,B,No
1d511e5b,B,No
72187bf7,B,No
59498797,B,No
1d2b5ebb,B,No
ee178abf,B,No
580a07e7,B,No
023f4d21,B,Yes
3c629bae,B,No
a43cac1b,B,No
ea765d40,B,No
ddb3c556,B,No
b12aab55,B,No
b3b987a6,B,No
cf5f8936,B,No
bdddf04c,B,No
8151c3a8,B,No
730ed6f1,B,No
3b71053f,B,No
6e9f129f,B,No
17bb2899,B,Yes
ed398f40,B,No
b617d713,B,No
f8a9ade1,B,No
a2c628ab,B,No
331d7cf5,B,No
fcb4e299,B,No
681d9ffb,B,No
df428c19,B,No
4a19b9f2,B,No
355f6f96,B,No
307c4235,B,No
d0bdb714,B,No
83b9ec41,B,No
8a85ede9,B,No
834fc04e,B,No
623914ca,B,No
83f16dc7,B,No
3a21853e,B,No
4f6ff6ee,B,No
7e53c355,B,No
19585d84,B,Yes
8fc7b896,B,No
d7609f8b,B,No
4dabe64a,B,No
df337689,B,No
2ff47cc5,B,No
86206c97,B,No
dc766dab,B,No
32e09b3e,B,No
5ebefd3c,B,No
72f213a8,B,No
be7e135f,B,No
1d062379,B,No
c5c100d5,B,No
b17808b9,B,No
7fed3f98,B,No
b16ef7c2,B,No
692187ba,B,No
a1e12936,B,No
ac77f963,B,No
452a9d10,B,No
b0507045,B,No
443fba3c,B,No
4ad84949,B,No
fbfe81c5,B,No
615f2f0f,B,No
b1e68c3b,B,No
e0f40302,B,No
df8ce967,B,No
95d5e286,B,No
cc2bb506,B,No
fcc1b210,B,No
1378ec97,B,Yes
c93c39be,B,No
daaf67b4,B,No
58e7d097,B,No
cdabafe2,B,No
b22f645f,B,No
639d5ba0,B,No
e6ad89f2,B,No
45216f87,B,No
b0108e53,B,No
271e1f47,B,No
28aa0113,B,No
0de61723,B,Yes
fdf4c416,B,No
3684ad1c,B,No
3020dfe9,B,No
c83b2861,B,No
9bf0ddd4,B,No
7a1c915d,B,No
3e69dedb,B,No
ae2f9721,B,No
2adec3dd,B,No
660f52e0,B,No
a186b36e,B,No
714c528a,B,No
c0765bf0,B,No
df59c940,B,No
5b760bc0,B,No
c86fe076,B,No
4779ece8,B,No
870c0764,B,No
09a09997,B,Yes
e7263474,B,No
ce8e3e6b,B,No
0881d4ff,B,Yes
007c2cf0,B,Yes
e531bc63,B,No
8df16b00,B,No
ca064cd6,B,No
e0fb0723,B,No
8fd2b90d,B,No
27db02dc,B,No
a1701734,B,No
23283637,B,No
17efb1a8,B,Yes
b68823fe,B,No
88769891,B,No
